Period,Booking Revenue,Note
Jan 2020,236925
Feb 2020,367283
Mar 2020,208409
Apr 2020,22260
May 2020,68162
Jun 2020,162846
Jul 2020,359412
Aug 2020,362007
Sep 2020,256176
Oct 2020,383873
Nov 2020,734174
Dec 2020,868034
Jan 2021,11062120
Feb 2021,746068
Mar 2021,1151557
Apr 2021,2210603
May 2021,2061880
